Intent,Question,Answer
question_data_set,who is the writer of the beowulf poem?,Its composition by an anonymous Anglo-Saxon poet is dated between the 8th and the early 11th century.
question_data_set,who is shem in the bible,"Shem ( ; Sēm; Arabic : Sām; Ge'ez : ሴም, Sēm; ""renown; prosperity; name"") was one of the sons of Noah in the Hebrew Bible as well as in Islamic literature ."
question_data_set,who is shem in the bible,"He is most popularly regarded as the eldest son, though some traditions regard him as the second son."
question_data_set,what is go daddy.com?,Go Daddy or Go Daddy Group Inc. is a privately held company that is primarily an internet domain registrar and web hosting company.
question_data_set,where is andy whitfield from?,Andy Whitfield (died 11 September 2011) was a Welsh Australian actor and model.
question_data_set,where is the country andorra located,"Andorra (; , ), officially the Principality of Andorra (), also called the Principality of the Valleys of Andorra, (), is a landlocked microstate in Southwestern Europe , located in the eastern Pyrenees mountains and bordered by Spain and France ."
question_data_set,what is the highest point in oahu,"The highest point is Mt. Ka'ala in the Waianae Range, rising to above sea level."
question_data_set,what is spelt flour,"Spelt, also known as dinkel wheat, or hulled wheat, is an ancient species of wheat from the fifth millennium BC."
question_data_set,what is spelt flour,"It is a hexaploid wheat, which means it has six sets of chromosomes."
question_data_set,what is sherlock holmes job,Sherlock Holmes ( or ) is a fictional detective created by author and physician Sir Arthur Conan Doyle .
question_data_set,what is sherlock holmes job,"A London-based ""consulting detective"" whose abilities border on the fantastic, Holmes is famous for his astute logical reasoning , his ability to adopt almost any disguise, and his use of forensic science skills to solve difficult cases."
question_data_set,where is kennywood in pittsburgh,"Kennywood is an amusement park located in West Mifflin , Pennsylvania , a suburb of Pittsburgh ."
question_data_set,what is social security card used for,Its primary purpose is to track individuals for Social Security purposes.
question_data_set,what is the minimalist trend,"Minimalism describes movements in various forms of art and design, especially visual art and music , where the work is set out to expose the essence or identity of a subject through eliminating all non-essential forms, features or concepts."
question_data_set,Who is the rap singer in right round with kesha in the background? *(dancer)*,"""Right Round"" is a song performed by American rapper Flo Rida , released as the lead single from his second studio album, R.O.O.T.S. (2009)."
question_data_set,who is the current Chief Justice of the U.S. supreme court?,"The 17th and current Chief Justice is John G. Roberts, Jr."
question_data_set,what is rock of ages about,"Rock of Ages is a rock / jukebox musical , with a book by Chris D'Arienzo, built around classic rock hits from the 1980s, especially from the famous glam metal bands of the decade."
question_data_set,when was the american labor union formed,"Most unions in America are aligned with one of two larger umbrella organizations: the AFL-CIO created in 1955, and the Change to Win Federation which split from the AFL-CIO in 2005."
question_data_set,what is the largest credit union,"Navy Federal is the largest natural member (or retail) credit union in the world, both in asset size and in membership."
question_data_set,what is the singer Stevie Wonders full name,"Stevland Hardaway Morris (born May 13, 1950 as Stevland Hardaway Judkins), known by his stage name Stevie Wonder, is an American singer, songwriter, and multi-instrumentalist, a child prodigy who developed into one of the most creative musical figures of the late 20th century."
question_data_set,what is definition of psychotic,"Psychosis (from the Greek ψυχή ""psyche"", for mind/soul, and -ωσις ""-osis"", for abnormal condition or derangement) refers to an abnormal condition of the mind, and is a generic psychiatric term for a mental state often described as involving a ""loss of contact with reality ""."
question_data_set,Who is General Grievous of Star Wars,"A recurring antagonist, he is the Supreme Commander of the Confederacy of Independent Systems, a political faction of planetary systems waging war on the Galactic Republic ."
question_data_set,where is scotty mccreery from,"Scott ""Scotty"" McCreery (born October 9, 1993) is an American country music singer from Garner, North Carolina ."
question_data_set,what is general chu chicken,"General Tso's chicken (sometimes Governor Tso's chicken, General Gau's chicken, General Tao's chicken, General Tsao's chicken, General Tong's chicken, General Tang's chicken or simply General's Chicken) is a sweet , slightly spicy , deep-fried chicken dish that is popularly served in North American Chinese restaurants."
question_data_set,where is david ortiz from,"David Américo Ortiz Arias (born November 18, 1975), nicknamed ""Big Papi"", is a Dominican-American professional baseball designated hitter with the Boston Red Sox of Major League Baseball (MLB)."
question_data_set,what is an irregular heartbeat pvc,"A premature ventricular contraction (PVC), also known as a premature ventricular complex, ventricular premature contraction (or complex or complexes) (VPC), ventricular premature beat (VPB), or ventricular extrasystole (VES), is a relatively common event where the heartbeat is initiated by Purkinje fibres in the ventricles rather than by the sinoatrial node , the normal heartbeat initiator."
question_data_set,what is an irregular heartbeat pvc,"In a PVC, the ventricles contract first and before the atria have optimally filled the ventricles with blood, which means that circulation is inefficient."
question_data_set,what is flour made from,"Flour is a powder which is made by grinding cereal grains , or other seeds or roots (like Cassava )."
question_data_set,what is my resting heart rate at age 24,"Heart rate can vary as the body's need to absorb oxygen and excrete carbon dioxide changes, such as during physical exercise , sleep , illness, or as a result of ingesting drugs :"
question_data_set,what is the name for an old horse-drawn vehicle,"A carriage is a wheeled vehicle for people, usually horse-drawn; litters (palanquins) and sedan chairs are excluded, since they are wheelless vehicles."
question_data_set,where was the tsunami in 2005,"The 2004 Indian Ocean earthquake was an undersea megathrust earthquake that occurred at 00:58:53 UTC on Sunday, 26 December 2004, with an epicentre off the west coast of Sumatra , Indonesia."
question_data_set,what is the source of geothermal energy,The Geothermal energy of the Earth's crust originates from the original formation of the planet (20%) and from radioactive decay of minerals (80%).
question_data_set,what is cubic ft,"The term cubic foot is an Imperial and US customary (non- metric ) unit of volume , used in the United States and the United Kingdom."
question_data_set,when was kirstie alley on cheers,"Kirstie Louise Alley (born January 12, 1951) is an American actress and comedian known for her role in the TV series Cheers , in which she played Rebecca Howe from 1987–1993, winning an Emmy Award and a Golden Globe Award as the Outstanding Lead Actress in a Comedy Series in 1991."
question_data_set,who was ho chi minh in vietnam war,"He was a key figure in the foundation of the Democratic Republic of Vietnam in 1945, as well as the People’s Army of Vietnam (PAVN) and the Việt Cộng (NLF or VC) during the Vietnam War ."
question_data_set,what is another name for cpu,"A central processing unit (CPU), also referred to as a central processor unit, is the hardware within a computer that carries out the instructions of a computer program by performing the basic arithmetical, logical, and input/output operations of the system."
question_data_set,who was charged with murder after the massacre at My lai,"While 26 U.S. soldiers were initially charged with criminal offenses for their actions at Mỹ Lai, only Second Lieutenant William Calley , a platoon leader in Charlie Company, was convicted."
question_data_set,what was the city of Mithridates,"Mithridates VI or Mithradates VI (), from Old Persian Mithradatha, ""gift of Mithra ""; 134–63 BC, also known as Mithradates the Great (Megas) and Eupator Dionysius, was king of Pontus and Armenia Minor in northern Anatolia (now Turkey ) from about 120–63 BC."
question_data_set,what is metal music about,"With roots in blues rock and psychedelic rock , the bands that created heavy metal developed a thick, massive sound, characterized by highly amplified distortion , extended guitar solos, emphatic beats, and overall loudness."
question_data_set,what is metal music about,Heavy metal lyrics and performance styles are generally associated with masculinity and machismo .
question_data_set,what is extreme right wing,The far-right (also known as the extreme right) refers to the highest degree of rightism in right-wing politics .
question_data_set,what is extreme right wing,"Far right politics involves support of strong or complete social hierarchy in society, and supports supremacy of certain individuals or groups deemed to be innately superior or preferable who are to be more valued than those deemed to be innately inferior or undesirable."
question_data_set,what is the title of Hobbes main work,His 1651 book Leviathan established the foundation for most of Western political philosophy from the perspective of social contract theory.
question_data_set,what is high emotional intelligence?,"Emotional intelligence (EI) is the ability to identify, assess, and control the emotions of oneself, of others, and of groups."
question_data_set,what is the role of heredity,Heredity is the passing of traits to offspring from its parents or ancestor.
question_data_set,what is the role of heredity,This is the process by which an offspring cell or organism acquires or becomes predisposed to the characteristics of its parent cell or organism.
question_data_set,what is prefix phone number,"A telephone prefix is the first set of digits of a telephone number; in the North American Numbering Plan countries (country code 1), it is the first three digits of a seven-digit phone number."
question_data_set,what is metformin used for,"Metformin ( BP , pronounced , ; originally sold as Glucophage) is an oral antidiabetic drug in the biguanide class."
question_data_set,what is metformin used for,"It is the first-line drug of choice for the treatment of type 2 diabetes , in particular, in overweight and obese people and those with normal kidney function."
question_data_set,what is the cabin pressure of us airlines,The pressurization controls on a Boeing 737-800
question_data_set,what is the cabin pressure of us airlines,Cabin pressurization is used to create a safe and comfortable environment for aircraft passengers and crew flying at high altitude by pumping conditioned air into the cabin .
question_data_set,what is it like at mount rushmore?,"The Mount Rushmore National Memorial is a sculpture carved into the granite face of Mount Rushmore near Keystone , South Dakota , in the United States ."
question_data_set,what is buttoned-down shirt?,"The term ""button-down"" (which refers a type of shirt which has a collar fastened down by buttons) is sometimes used in error to apply to all shirts (with or without buttoned down collars), being used as a synonym for ""button-up"" or ""button-front""."
question_data_set,when is administrative assistant day,"In North America , it is celebrated on the Wednesday of the last full week of April (April 24 in 2013)."
question_data_set,where is keith whitley from,"Jackie Keith Whitley (July 1, 1954Stambler, Irwin, and Grelun Landon (2000). - Country Music: The Encyclopedia. - New York: St. Martin's Press. - p.533. - ISBN 978-0-312-26487-1.—Carlin, Richard (2003). - Country Music: A Biographical Dictionary. - New York: Routledge - p.427. - ISBN 978-0-415-93802-0.—Larkin, Colin (1995). - The Guinness Encyclopedia of Popular Music. - New York: Stockton Press - P.4462. - ISBN 978-0-85112-662-3.—Stanton, Scott (2003). - The Tombstone Tourist: Musicians. - New York: Pocket Books. - p.395. - ISBN 978-0-7434-6330-0.—Hicks, Jack. - ""Singer Keith Whitley's Memory Alive Through Songs, Love in Home Town"". - The Kentucky Post . - September 25, 1991.—""Country Music Star Keith Whitley Dead at 33"". - Lexington Herald-Leader . - May 10, 1989.——Hurst, Jack. - ""Whitley's Last Days"". - Chicago Tribune . - May 14, 1989.—""Alcohol Kills Country Singer Keith Whitley"". - United Press International . - (c/o The San Francisco Chronicle ). - May 10, 1989. — May 9, 1989), known professionally as Keith Whitley, was an American country music singer."
question_data_set,who is basketball star antoine walker,"Antoine Devon Walker (born August 12, 1976) is an American former professional basketball player."
question_data_set,where are the internal and external iliac arteries,The external iliac arteries are two major arteries which bifurcate off the common iliac arteries anterior to the sacroiliac joint of the pelvis.
question_data_set,what is steam by valve corporation,"Steam is a digital distribution , digital rights management , multiplayer and communications platform developed by Valve Corporation ."
question_data_set,where is the Rhine river located on a map,"The Rhine (; ; ) is a European river that runs from the Swiss canton of Grisons in the southeastern Swiss Alps through Germany and eventually flows into the North Sea coast in the Netherlands and is the twelfth longest river in Europe , at about , with an average discharge of more than ."
question_data_set,what is sanskrit shri,"Sri ( Devanagari : श्री, IAST ; Śrī), also transliterated as Sree or Shri or Shree is a word of Sanskrit origin, used in the Indian subcontinent as polite form of address equivalent to the English ""Mr."" in written and spoken language, or as a title of veneration for deities (usually translated as ""Holy"")."
question_data_set,what is civil engineering aBOUT,"Civil engineering is a professional engineering discipline that deals with the design, construction, and maintenance of the physical and naturally built environment, including works like roads, bridges, canals , dams, and buildings."
question_data_set,WHere is a famous alluvial plain,"The Mississippi River Alluvial Plain is an alluvial plain created by the Mississippi River on which lies parts of seven U.S. states , from southern Louisiana to southern Illinois ."
question_data_set,Where is South Beach in Miami,"South Beach, also nicknamed SoBe, is a neighborhood in the city of Miami Beach , Florida , United States , located due east of Miami city proper between Biscayne Bay and the Atlantic Ocean ."
question_data_set,who was john f kennedy up against,"The Republican Party nominated incumbent Vice-President Richard Nixon , while the Democratic Party nominated John F. Kennedy , Senator from Massachusetts."
question_data_set,what is the controlled substance act known as,The Controlled Substances Act (CSA) was enacted into law by the Congress of the United States as Title II of the Comprehensive Drug Abuse Prevention and Control Act of 1970 .
question_data_set,what is the si unit of pressure,Everyday pressures are often stated in kilopascals (1 kPa = 1000 Pa).
question_data_set,what is the great basin area,The Great Basin is the largest area of endorheic watersheds in North America .
question_data_set,when was fdr elected as president,"Franklin Delano Roosevelt ( or ; January 30, 1882 – April 12, 1945), also known by his initials, FDR, was the 32nd President of the United States (1933–1945) and a central figure in world events during the mid-20th century, leading the United States during a time of worldwide economic depression and total war."
question_data_set,where was ms-13 originally from,"Mara Salvatrucha (commonly abbreviated as MS, Mara, and MS-13) is a transnational criminal gang that originated in Los Angeles and has spread to other parts of the United States, Canada, Mexico, and Central America."
question_data_set,what is bones job,"The show is based on forensic anthropology and forensic archaeology , with each episode focusing on an FBI case file concerning the mystery behind human remains brought by FBI Special Agent Seeley Booth ( David Boreanaz ) to the forensic anthropologist Dr. Temperance ""Bones"" Brennan ( Emily Deschanel )."
question_data_set,where was the super bowl in 1991,"The game was held at Tampa Stadium in Tampa, Florida , on January 27, 1991, during the height of the Gulf War ."
question_data_set,when was malcolm x assassinated,"Malcolm X (; May 19, 1925February 21, 1965), born Malcolm Little and also known as El-Hajj Malik El-Shabazz (), was an African-American Muslim minister and human rights activist."
question_data_set,when was malcolm x assassinated,"In February 1965, less than a year after leaving the Nation of Islam, he was assassinated by three members of the group."
question_data_set,who are the characters in 90210 in season 3,"Regular cast members for the season included Shenae Grimes , Tristan Wilds , AnnaLynne McCord , Ryan Eggold , Jessica Stroup , Michael Steger , Jessica Lowndes , Matt Lanter , Gillian Zinser , Trevor Donovan and Lori Loughlin ."
question_data_set,when was queen elizabeth ii married,"In 1947, she married Prince Philip, Duke of Edinburgh , with whom she has four children: Charles , Anne , Andrew , and Edward ."
question_data_set,where is penn state stadium,"Beaver Stadium is an outdoor college football stadium in University Park , Pennsylvania , United States , on the campus of The Pennsylvania State University ."
question_data_set,what is in a tequila sunrise?,"The Tequila Sunrise is a cocktail made in two different ways, the original ( tequila , crème de cassis , lime juice and soda water ) and the more popular concoction ( tequila , orange juice , and grenadine syrup )."
question_data_set,where are facial sinuses,"Paranasal sinuses are a group of four paired air-filled spaces that surround the nasal cavity ( maxillary sinuses ), above the eyes ( frontal sinuses ), between the eyes ( ethmoid sinuses ), and behind the ethmoids ( sphenoid sinuses )."
question_data_set,what is lean manufacturing and who developed,"Lean manufacturing, lean enterprise, or lean production, often simply, ""Lean,"" is a production practice that considers the expenditure of resources for any goal other than the creation of value for the end customer to be wasteful, and thus a target for elimination."
question_data_set,what is lean manufacturing and who developed,"Lean manufacturing is a management philosophy derived mostly from the Toyota Production System (TPS) (hence the term Toyotism is also prevalent) and identified as ""Lean"" only in the 1990s."
question_data_set,who is is the singer westlife,Westlife were an Irish boy band which formed in 1998 and disbanded in 2012.
question_data_set,what is vitamin a for,"Vitamin A has multiple functions, it is important for growth and development, for the maintenance of the immune system and good vision."
question_data_set,what is vitamin a for,"Vitamin A is needed by the retina of the eye in the form of retinal , which combines with protein opsin to form rhodopsin the light-absorbing molecule , that is necessary for both low-light ( scotopic vision) and color vision ."
question_data_set,what is the capital city of california.,Sacramento is the capital city of the U.S. state of California and the seat of government of Sacramento County .
question_data_set,when is it memorial day,Memorial Day is a United States federal holiday which occurs every year on the final Monday of May.
question_data_set,"What was ""Freedom Summer""?","Freedom Summer (also known as the Mississippi Summer Project) was a campaign in the United States launched in June 1964 to attempt to register as many African American voters as possible in Mississippi , which had historically excluded most blacks from voting."
question_data_set,"What was ""Freedom Summer""?","The project also set up dozens of Freedom Schools, Freedom Houses, and community centers in small towns throughout Mississippi to aid the local black population."
question_data_set,what is the function of the liver,"It has a wide range of functions, including detoxification , protein synthesis , and production of biochemicals necessary for digestion ."
question_data_set,what is the function of the liver,"This organ plays a major role in metabolism and has a number of functions in the body, including glycogen storage, decomposition of red blood cells, plasma protein synthesis, hormone production, and detoxification."
question_data_set,what is the formula for calcium nitrate,"Calcium nitrate, also called Norgessalpeter (Norwegian saltpeter), is the inorganic compound with the formula Ca(NO3)2."
question_data_set,where is dia de los muertos celebrated,Day of the Dead () is a Mexican holiday celebrated throughout Mexico and around the world in other cultures.
question_data_set,where is the 2011 mlb all star game location,"The event was held on Tuesday, July 12, 2011 at Chase Field in Phoenix, Arizona , home of the National League Arizona Diamondbacks ."
question_data_set,what was the Name the first electronic handheld calculator,The ANITA Mark VII and ANITA Mark VIII calculators were launched simultaneously in late 1961 as the world's first all- electronic desktop calculators .
question_data_set,when was washington elected president,"George Washington ( – , 1799) was the first President of the United States (1789–1797), the commander-in-chief of the Continental Army during the American Revolutionary War , and one of the Founding Fathers of the United States ."
question_data_set,where is the island New Guinea?,"Located in the southwest Pacific Ocean , it lies geographically to the east of the Malay Archipelago , with which it is sometimes included as part of a greater Indo-Australian Archipelago ."
question_data_set,what is in milk,Milk is a white liquid produced by the mammary glands of mammals .
question_data_set,what is in milk,"Early- lactation milk contains colostrum , which carries the mother's antibodies to the baby and can reduce the risk of many diseases in the baby."
question_data_set,What is motorcycle speedway racing,"Motorcycle speedway, usually referred to as speedway, is a motorcycle sport involving four and sometimes up to six riders competing over four anti-clockwise laps of an oval circuit."
question_data_set,what is customary at shiva,"Shiva () (literally ""seven"") is the week-long mourning period in Judaism for first-degree relatives: father , mother , son , daughter , brother , sister , and spouse ."
question_data_set,what is customary at shiva,"This state lasts for seven days, during which family members traditionally gather in one home (preferably the home of the deceased) and receive visitors."
question_data_set,what is customary at shiva,"At the funeral, mourners traditionally rend an outer garment, a ritual known as keriah ."
question_data_set,who is the guy in the wheelchair who is smart,"Professor Stephen Hawking , known for being a theoretical physicist , has appeared in many works of popular culture ."
question_data_set,what is in a hot toddy,"A hot toddy, also hot totty, and hot tottie, is typically a mixed drink made of liquor and water with sugar and spices and served hot."
question_data_set,what is honey bee propolis,Propolis as hive sealing
question_data_set,what is honey bee propolis,"Propolis is a resinous mixture that honey bees collect from tree buds, sap flows, or other botanical sources."
question_data_set,when was steven tyler born,"Steven Tyler (born Steven Victor Tallarico; March 26, 1948) is an American singer, songwriter, and multi-instrumentalist, best known as the frontman and lead singer of the Boston -based rock band Aerosmith , in which he also plays the harmonica, and occasional piano and percussion."
question_data_set,what is name of national anthem song of switzerland,"The Swiss Psalm (, , , ) is the national anthem of Switzerland ."
question_data_set,what is blood urea,The liver produces urea in the urea cycle as a waste product of the digestion of protein .
question_data_set,what is blood urea,Normal human adult blood should contain between 7 to 21 mg of urea nitrogen per 100 ml (7–21 mg/ dL ) of blood.
question_data_set,where are the most concentration of jews living,"According to this report, about 42.5% of all Jews reside in Israel (5.7 million), and 39.3% in the United States (5.3 million), with most of the remainder living in Europe (1.5 million) and Canada (0.4 million)."
question_data_set,what is corpus christi holiday,"The Feast of Corpus Christi ( Latin for Body of Christ ), also known as Corpus Domini, is a Latin Rite liturgical solemnity celebrating the tradition and belief in the body and blood of Jesus Christ and his Real Presence in the Eucharist ."
question_data_set,who was the first european in the americas,"The start of the systematic European colonization of the Americas is typically dated to 1492, when a Spanish expedition headed by Christopher Columbus sailed for India to open trade but inadvertently discovered the Americas."
question_data_set,where is testosterone produced,"Testosterone is a steroid hormone from the androgen group and is found in mammals, reptiles, birds, and other vertebrates ."
question_data_set,where is testosterone produced,"In mammals , testosterone is primarily secreted in the testicles of males and the ovaries of females , although small amounts are also secreted by the adrenal glands ."
question_data_set,where is testosterone produced,"In men, testosterone plays a key role in the development of male reproductive tissues such as the testis and prostate as well as promoting secondary sexual characteristics such as increased muscle , bone mass, and the growth of body hair ."
question_data_set,what is the difference between multistage and cluster sampling,"Cluster sampling is a sampling technique used when ""natural"" but relatively homogeneous groupings are evident in a statistical population ."
question_data_set,where is jamestown north carolina,"Jamestown is a town in Guilford County , North Carolina , United States , and is a suburb of the nearby cities of Greensboro and High Point."
question_data_set,what is cu the element,Copper is a chemical element with the symbol Cu (from ) and atomic number 29.
question_data_set,what was the parthenon used for,"The Parthenon () is a temple on the Athenian Acropolis , Greece, dedicated to the maiden goddess Athena , whom the people of Athens considered their patron deity."
question_data_set,what is stepwise linear regression,"In statistics , stepwise regression includes regression models in which the choice of predictive variables is carried out by an automatic procedure."
question_data_set,when was jamestown colonized,"Established by the Virginia Company of London as ""James Fort"" on May 14, 1607 ( O.S. , May 24, 1607 N.S. ), it followed several earlier failed attempts, including the Lost Colony of Roanoke ."
question_data_set,what was the first year of kentucky derby,"Unlike the Preakness and Belmont Stakes, which took hiatuses in 1891-1893 and 1911-1912 respectively, the Kentucky Derby has been run every consecutive year since 1875."
question_data_set,who is on the $10. bill,"The first U.S. Secretary of the Treasury (1789–95), Alexander Hamilton , is currently featured on the obverse of the bill, while the U.S. Treasury Building is featured on the reverse ."
question_data_set,when was andy griffith born,"Andy Samuel Griffith (June 1, 1926 – July 3, 2012) was an American actor, television producer, Grammy Award -winning Southern-gospel singer, and writer."
question_data_set,what is the definition of a hung jury,"A hung jury or deadlocked jury is a jury that cannot, by the required voting threshold, agree upon a verdict after an extended period of deliberation and is unable to change its votes."
question_data_set,who is norah jones parents,She is the daughter of Indian sitar player Ravi Shankar and Sue Jones.
question_data_set,what is the capacity of the cowboy stadium,"The stadium seats 85,000, making it the third largest stadium in the NFL by seating capacity ."
question_data_set,what is the capacity of the cowboy stadium,"The maximum capacity of the stadium, including standing room, is 105,000."
question_data_set,what is Carbon 14 dating is a type of ?,"Carbon-14, 14C, or radiocarbon, is a radioactive isotope of carbon with a nucleus containing 6 protons and 8 neutrons ."
question_data_set,what is the color puce,"Puce (often misspelled as ""puse"", ""peuse"" or ""peuce"") is defined in the United States as a brownish-purple color."
question_data_set,when was the battle at tombstone fought,"The Gunfight at the O.K. Corral was a gunfight that took place at about 3:00 p.m. on Wednesday, October 26, 1881, in Tombstone , Arizona Territory , and is generally regarded as the most famous gunfight in the history of the American Old West ."
question_data_set,where was jfk buried,"After the Requiem Mass at St. Matthew's Cathedral , the late president was buried at Arlington National Cemetery in Virginia."
question_data_set,what is the population of algoma wi for 2010,"The population was 3,167 at the 2010 census ."
question_data_set,what is renaissance english,The English Renaissance was a cultural and artistic movement in England dating from the late 15th and early 16th centuries to the early 17th century.
question_data_set,Who is the husband of Betty Ford,"Elizabeth Ann Bloomer Warren ""Betty"" Ford (April 8, 1918 – July 8, 2011), was First Lady of the United States from 1974 to 1977 during the presidency of her husband Gerald Ford ."
question_data_set,what was Coco Chanel's real first name?,"Gabrielle ""Coco"" Bonheur Chanel (August 19, 1883 – January 10, 1971) was a French fashion designer and founder of the Chanel brand."
question_data_set,what is grist mill stone,"A gristmill (also: grist mill, corn mill or flour mill) grinds grain into flour ."
question_data_set,who is Dr. JB Danquah,"Nana Joseph Kwame Kyeretwie Boakye Danquah (December 1895 – 4 February 1965) was a Ghanaian statesman , pan-Africanist , scholar and historian ."
question_data_set,where is big pokey from,"Milton Powell (born December 4, 1977), better known by his stage name Big Pokey, is a rap artist from Houston, Texas and is one of the original members of the Screwed Up Click ."
question_data_set,what is baklava recipe,"Baklava (, , or ; also Baklawa) is a rich, sweet pastry made of layers of phyllo pastry filled with chopped nuts and sweetened with syrup or honey ."
question_data_set,what is the rule of the 9s,"In adults, the ""rule of nines"" is used to determine the total percentage of area burned for each major section of the body."
question_data_set,where  is kj 52 from,"Jonah Kirsten Sorrentino (born June 26, 1975), better known by his stage name KJ-52, is a Christian rapper from Tampa, Florida ."
question_data_set,what is the sign for degrees,"The degree symbol (°) is a typographical symbol that is used, among other things, to represent degrees of arc (e.g. in geographic coordinate systems ), hours (in the medical field), or degrees of temperature ."
question_data_set,what is the sign for degrees,"The symbol consists of a small raised circle, historically a zero glyph ."
question_data_set,what is the prognosis of stomach cancer,Prognosis is poor (5-year survival <5 to 15%) because most patients present with advanced disease.
question_data_set,who is carlos pena on big time rush,"Big Time Rush (BTR) is an American television series created by Scott Fellows about the Hollywood misadventures of four hockey players from Minnesota —Kendall, James, Carlos, and Logan, after they are selected to form a boy band ."
question_data_set,what is el mate,"Mate (, ; sometimes also spelled maté), also known as chimarrão () or cimarrón (), is a traditional South American infused drink , particularly in Argentina, Uruguay, Paraguay and the southern states of Brazil and to a lesser degree in south of Chile, the Bolivian Chaco , Syria and Lebanon."
question_data_set,what is dave batista doing now,"He won his MMA debut on October 6, 2012, defeating Vince Lucero via TKO in the first round."
question_data_set,WHO IS HENRY SAMPSON JR.,"Henry T. Thomas Sampson, Jr. (born in Jackson, Mississippi in 1934) is an African-American inventor."
question_data_set,where is the arctic circle located on the earth,The Arctic Circle is the southernmost latitude in the Northern Hemisphere at which the sun can remain continuously above or below the horizon for 24 hours (at the June solstice and December solstice respectively).
question_data_set,what is the erb/heart,"In cardiology, Erb's point refers to the third intercostal space on the left sternal border where S2 is best auscultated ."
question_data_set,when was pokemon first started,is a media franchise published and owned by Japanese video game company Nintendo and created by Satoshi Tajiri in 1996.
question_data_set,where are colors on stoplight,In the typical sequence of color phases:
question_data_set,where are colors on stoplight,"the green light allows traffic to proceed in the direction denoted, if it is safe to do so"
question_data_set,where are colors on stoplight,"the yellow/amber light denoting prepare to stop short of the intersection, if it is safe to do so"
question_data_set,where are colors on stoplight,the red signal prohibits any traffic from proceeding
question_data_set,what is the fundamental theorem of calculus used for,The fundamental theorem of calculus is a theorem that links the concept of the derivative of a function with the concept of the integral .
question_data_set,what is the fundamental theorem of calculus used for,"The first part of the theorem, sometimes called the first fundamental theorem of calculus, shows that an indefinite integration can be reversed by a differentiation."
question_data_set,what is nicki minaj real name,"Onika Tanya Maraj (born December 8, 1982), known by her stage name Nicki Minaj (), is a Trinidadian-born American rapper, singer, songwriter and television personality."
question_data_set,what is the disease osteonecrosis of the jaw?,Osteonecrosis of the jaw (ONJ) is a severe bone disease that affects the maxilla and the mandible .
question_data_set,what is the disease osteonecrosis of the jaw?,"Osteonecrosis of the jaws associated with bisphosphonate therapy, required by some cancer treatment regimens, has been identified and defined as a pathological entity since 2003."
question_data_set,what is mincemeat made of,"Mincemeat is a mixture of chopped dried fruit , distilled spirits and spices , and sometimes beef suet , beef , or venison ."
question_data_set,who is suicide tna,Suicide is a fictional character from TNA Impact!
question_data_set,where is hickory located nc,"Hickory is a city in Catawba County , with parts also in Burke County and Caldwell County ."
question_data_set,what is Polyester in packaging PET,"Polyethylene terephthalate (sometimes written poly(ethylene terephthalate)), commonly abbreviated PET, PETE, or the obsolete PETP or PET-P, is a thermoplastic polymer resin of the polyester family and is used in synthetic fibers ; beverage, food and other liquid containers ; thermoforming applications; and engineering resins often in combination with glass fiber."
question_data_set,what was the GE building in rockefeller plaza called before.,"Known as the RCA Building until 1988, it is most famous for housing the headquarters of the television network NBC ."
question_data_set,who are the two senators of louisiana,Its current senators are Democrat Mary Landrieu and Republican David Vitter .
question_data_set,who is director jack smight,"Jack Smight (March 9, 1925 - September 1, 2003) was an American theatre and film director ."
question_data_set,what is dmitri mendeleev 4,Dmitri Ivanovich Mendeleev (; 8 February 1834 – 2 February 1907 O.S. 27 January 1834 – 20 January 1907) was a Russian chemist and inventor.
question_data_set,what is dmitri mendeleev 4,"He formulated the Periodic Law, created his own version of the periodic table of elements , and used it to correct the properties of some already discovered elements and also to predict the properties of elements yet to be discovered!"
question_data_set,where is modesto california,"Modesto ( Spanish for ""modest""), officially the City of Modesto, is the county seat and largest city of Stanislaus County , California , United States ."
question_data_set,what is the female symbol called,"The two standard gender symbols denoting male ♂ and female ♀ are derived from astrological symbols , denoting the classical planets Mars and Venus , respectively."
question_data_set,who is st patty?,"It is named after Saint Patrick ( AD 385–461), the most commonly recognised of the patron saints of Ireland ."
question_data_set,what is leasehold; real estate,A leasehold estate is an ownership of a temporary right to hold land or property in which a lessee or a tenant holds rights of real property by some form of title from a lessor or landlord .
question_data_set,when was Mary Anderson born,"Mary Anderson (1866–1953) was a real estate developer, rancher, viticulturist and inventor of the windshield wiper blade."
question_data_set,WHO WAS IN THE MOVIE I CONFESS WITH MONTGOMERY CLIFT,"I Confess is a 1953 drama film directed by Alfred Hitchcock , and starring Montgomery Clift as Fr. Michael William Logan, a Catholic priest , Anne Baxter as Ruth Grandfort, and Karl Malden as Inspector Larrue."
question_data_set,WHAT IS THE LENGTH OF A NAUTICAL MILE,"By international agreement it has been set at 1,852 metres exactly (about 6,076 feet)."
question_data_set,what is black hairy tongue disease,"Black hairy tongue (BHT, also termed lingua villosa nigra) refers to a condition of the tongue where the filiform papillae elongate with black or brown discoloration, giving a black and hairy appearance."
question_data_set,what is firewire used for,The IEEE 1394 interface is a serial bus interface standard for high-speed communications and isochronous real-time data transfer.
question_data_set,when was srv born,"Stephen ""Stevie"" Ray Vaughan (October 3, 1954 – August 27, 1990) was an American guitarist, singer-songwriter, and record producer."
